"","DATE","DAILYAverageDryBulbTemp","DAILYPrecip","DAILYAverageStationPressure","DAILYAverageWindSpeed","DAILYAverageDewPointTemp"
"1010149","2013-04-21","60",NA,30.25,10.3,NA
"1010176","2013-04-22","62",NA,30.17,12.3,NA
"1010205","2013-04-23","60",0,30.13,6.8,NA
"1010238","2013-04-24","64",0,30.11,3.1,NA
"1010263","2013-04-25","73",0,30.11,4.6,NA
"1010293","2013-04-26","68",0,30.26,8.3,NA
"1010318","2013-04-27","65",NA,30.26,6.3,NA
"1010343","2013-04-28","70",0,30.1,6.6,NA
"1010382","2013-04-29","72",0.86,29.97,5,NA
"1010419","2013-04-30","69",0.01,29.98,NA,NA
"1010459","2013-05-01","67",NA,30.09,10,NA
"1010496","2013-05-02","68",0.01,30.08,12,NA
"1010536","2013-05-03","66",0.02,30,12.2,NA
"1010574","2013-05-04","63",0.11,29.89,12.7,NA
"1010620","2013-05-05","65",1.2,29.77,7.8,NA
"1010646","2013-05-06","64",NA,29.85,6.7,NA
"1010674","2013-05-07","64",0.13,29.9,3.5,NA
"1010699","2013-05-08","72s",NA,NA,NA,NA
"1010724","2013-05-09","73",0,30.04,6.7,NA
"1010749","2013-05-10","75",0,30.03,5.4,NA
"1010774","2013-05-11","76",0,29.92,7.4,NA
"1010799","2013-05-12","75",0,29.9,10.2,NA
"1010824","2013-05-13","65",0,30.04,7.7,NA
"1010849","2013-05-14","62",0,30.16,5.6,NA
"1010874","2013-05-15","74",0,30.09,8.7,NA
"1010899","2013-05-16","74",0,30.02,7.5,NA
"1010924","2013-05-17","75",0,30.05,4.1,NA
"1010968","2013-05-18","74",0.12,30.08,4,NA
"1010999","2013-05-19","77",0.02,30.05,4,NA
"1011033","2013-05-20","78",0.04,30.04,5.5,NA
"1011066","2013-05-21","76",0,30,3.7,NA
"1011100","2013-05-22","76",0,29.95,3.1,NA
"1011135","2013-05-23","79",0,29.89,7.1,NA
"1011160","2013-05-24","75",0,29.95,10.8,NA
"1011185","2013-05-25","68",0,30.19,6.6,NA
"1011210","2013-05-26","70",0,30.17,3.9,NA
"1011248","2013-05-27","72",0,30.18,3.4,NA
"1011273","2013-05-28","74",0,30.17,3.9,NA
"1011298","2013-05-29","74",0,30.17,5.6,NA
"1011336","2013-05-30","77",0,30.17,5.5,NA
"1011361","2013-05-31","78",0,30.14,NA,NA
"1011396","2013-06-01","76",0,30.08,4.7,NA
"1011433","2013-06-02","81",0.06,29.97,5.9,NA
"1011467","2013-06-03","84",NA,29.88,6.7,NA
"1011497","2013-06-04","82",0.01,29.94,5.3,NA
"1011551","2013-06-05","78",0.45,29.95,4.8,NA
"1011600","2013-06-06","76",2.07,29.84,5.5,NA
"1011650","2013-06-07","80",0.32,29.65,12.5,NA
"1011680","2013-06-08","82",0,29.94,6.5,NA
"1011715","2013-06-09","81",0,30.06,4.2,NA
"1011763","2013-06-10","80",0.77,30.04,6.2,NA
"1011797","2013-06-11","82",0.09,29.97,9,NA
"1011822","2013-06-12","86",0,29.94,6.9,NA
"1011847","2013-06-13","87",0,29.83,10.6,NA
"1011872","2013-06-14","79",0,29.81,6.7,NA
"1011897","2013-06-15","76",0,30.04,5.1,NA
"1011924","2013-06-16","77",0,30.08,3,NA
"1011955","2013-06-17","80",0.08,30.01,5.1,NA
"1011994","2013-06-18","82",0.29,29.91,7.8,NA
"1012045","2013-06-19","80",0.41,29.93,7.4,NA
"1012084","2013-06-20","78",0,30.06,8.2,NA
"1012113","2013-06-21","78",0,30.11,7,NA
"1012140","2013-06-22","78",0,30.1,4.2,NA
"1012176","2013-06-23","80",NA,30.11,3.2,NA
"1012212","2013-06-24","82",NA,30.15,3.5,NA
"1012253","2013-06-25","82",NA,30.1,4.5,NA
"1012289","2013-06-26","80",0.7,30.02,4.8,NA
"1012322","2013-06-27","84",NA,29.89,10.4,NA
"1012351","2013-06-28","85",0,29.75,11.9,NA
"1012390","2013-06-29","82",0.18,29.7,8.9,NA
"1012449","2013-06-30","80",0.08,29.76,NA,NA
"1012493","2013-07-01","81",0.15,29.86,7.2,NA
"1012547","2013-07-02","78",0.32,30.04,5.3,NA
"1012607","2013-07-03","80",0.84,30.11,5.3,NA
"1012653","2013-07-04","82",0.27,30.15,6.8,NA
"1012691","2013-07-05","83",0.33,30.16,5.7,NA
"1012726","2013-07-06","81",0.33,30.13,6.2,NA
"1012755","2013-07-07","82",0,30.12,4,NA
"1012784","2013-07-08","81",0,30.13,3.4,NA
"1012810","2013-07-09","82",0,30.12,3.7,NA
"1012835","2013-07-10","81",0,30.03,4.3,NA
"1012878","2013-07-11","82",0.01,29.93,6,NA
"1012928","2013-07-12","78s",0.1,29.88,2.5,NA
"1012980","2013-07-13","80",0.24,29.94,7,NA
"1013051","2013-07-14","80",1.09,30.08,7.2,NA
"1013096","2013-07-15","82",0.08,30.17,8.6,NA
"1013128","2013-07-16","82",0,30.2,5.8,NA
"1013161","2013-07-17","84",NA,30.16,4.3,NA
"1013199","2013-07-18","82",0,30.1,3.6,NA
"1013235","2013-07-19","82",0.05,30.05,4.8,NA
"1013266","2013-07-20","82",0.01,30.02,7.6,NA
"1013312","2013-07-21","80",0.29,29.99,7.9,NA
"1013350","2013-07-22","82",0.17,29.96,10.9,NA
"1013384","2013-07-23","83",NA,29.87,10.8,NA
"1013418","2013-07-24","78",0,29.79,6.4,NA
"1013448","2013-07-25","82",NA,29.83,3.8,NA
"1013477","2013-07-26","81",0,29.97,6.7,NA
"1013509","2013-07-27","84",NA,29.94,3.5,NA
"1013534","2013-07-28","83",0,29.94,2.8,NA
"1013571","2013-07-29","84",0.36,30.04,4.3,NA
"1013605","2013-07-30","83",0,30.1,3.3,NA
"1013653","2013-07-31","82",1.5,30.06,NA,NA
"1013681","2013-08-01","80",0.01,29.95,6.3,NA
"1013714","2013-08-02","82",NA,29.95,6.5,NA
"1013749","2013-08-03","84",0,29.97,2.8,NA
"1013776","2013-08-04","84",0,29.92,6.4,NA
"1013801","2013-08-05","83",0,29.97,8.2,NA
"1013826","2013-08-06","82",0,29.97,4.9,NA
"1013851","2013-08-07","80",0,29.99,4.5,NA
"1013882","2013-08-08","82",0,30,3.2,NA
"1013910","2013-08-09","84",0,30.04,5,NA
"1013938","2013-08-10","",NA,NA,NA,NA
"1013963","2013-08-11","87",0,30.08,6.7,NA
"1013990","2013-08-12","86",0,30.02,6.9,NA
"1014016","2013-08-13","88",0.02,29.9,9,NA
"1014066","2013-08-14","84",2.12,29.88,8.3,NA
"1014107","2013-08-15","72",0.39,29.99,7.8,NA
"1014164","2013-08-16","77",0.37,29.99,7.5,NA
"1014226","2013-08-17","76",0.17,30.04,4.9,NA
"1014263","2013-08-18","80",0.34,30.1,4.1,NA
"1014308","2013-08-19","82",0.16,30.05,3.3,NA
"1014345","2013-08-20","81",0,30.07,3.4,NA
"1014425","2013-08-21","82",0.04,30.12,2.4,NA
"1014466","2013-08-22","82",0.27,30.07,2.8,NA
"1014492","2013-08-23","82",0,30,4.2,NA
"1014522","2013-08-24","78",0.02,30.07,5.3,NA
"1014547","2013-08-25","77",0,30.21,9.2,NA
"1014574","2013-08-26","78",0,30.17,7.1,NA
"1014610","2013-08-27","78",0,30.05,3.1,NA
"1014635","2013-08-28","81",0,29.98,5.6,NA
"1014664","2013-08-29","84",0.19,29.9,6.9,NA
"1014704","2013-08-30","82",NA,29.92,6.2,NA
"1014763","2013-08-31","82",0.01,29.91,NA,NA
"1014790","2013-09-01","84",0,29.88,5.7,NA
"1014818","2013-09-02","84",0,29.88,7.5,NA
"1014845","2013-09-03","83",NA,29.87,6.6,NA
"1014875","2013-09-04","84",0.01,29.97,4.1,NA
"1014901","2013-09-05","83",NA,30.02,3.3,NA
"1014926","2013-09-06","82",0,30.03,4.9,NA
"1014951","2013-09-07","80",0,30,5,NA
"1014982","2013-09-08","79",0,29.94,2.4,NA
"1015007","2013-09-09","80",0,30.01,3.4,NA
"1015033","2013-09-10","80",0,30.12,8.1,NA
"1015063","2013-09-11","80",0,30.11,5.6,NA
"1015090","2013-09-12","81",0,29.97,3.7,NA
"1015115","2013-09-13","84",0,29.79,6.8,NA
"1015142","2013-09-14","79",0,29.87,8.1,NA
"1015169","2013-09-15","80",NA,30.05,8.5,NA
"1015228","2013-09-16","82",NA,30.05,3,NA
"1015271","2013-09-17","75",NA,30.1,9.2,NA
"1015296","2013-09-18","74",0,30.13,8.6,NA
"1015321","2013-09-19","74",0,30.09,4.7,NA
"1015373","2013-09-20","76",0,30,1.9,NA
"1015414","2013-09-21","77",NA,29.82,4.7,NA
"1015455","2013-09-22","75",NA,29.73,4.7,NA
"1015480","2013-09-23","72",NA,29.92,7.1,NA
"1015505","2013-09-24","74",NA,29.95,8.7,NA
"1015539","2013-09-25","76",NA,29.8,7.9,NA
"1015580","2013-09-26","70",NA,29.83,8.8,NA
"1015605","2013-09-27","72",0,29.98,8.9,NA
"1015630","2013-09-28","70",0,30.07,9.7,NA
"1015655","2013-09-29","70",0,30.03,7.1,NA
"1015686","2013-09-30","68",0,30,NA,NA
"1015716","2013-10-01","70",0,30.05,3.7,NA
"1015750","2013-10-02","72",0,30.07,2.9,NA
"1015812","2013-10-03","72",0,30.07,4.5,NA
"1015871","2013-10-04","76",0,30.06,1.8,NA
"1015948","2013-10-05","76",0,30.04,3.2,NA
"1016011","2013-10-06","78",0,29.95,3.6,NA
"1016063","2013-10-07","80",NA,29.81,4.4,NA
"1016104","2013-10-08","67",NA,29.93,13.2,NA
"1016133","2013-10-09","68",0,30.03,10,NA
"1016158","2013-10-10","69",0,29.99,7.3,NA
"1016183","2013-10-11","70",0,29.93,4.3,NA
"1016208","2013-10-12","72",0,29.95,2,NA
"1016242","2013-10-13","74",0,30.04,7.8,NA
"1016273","2013-10-14","70",0,30.05,11.5,NA
"1016304","2013-10-15","69",0,30.02,8.3,NA
"1016331","2013-10-16","70",0,29.97,2.7,NA
"1016373","2013-10-17","74",0,29.91,4,NA
"1016403","2013-10-18","77",NA,29.9,3.2,NA
"1016440","2013-10-19","76",NA,29.88,5.5,NA
"1016465","2013-10-20","69",0,29.95,7,NA
"1016496","2013-10-21","67",0,30.02,5.8,NA
"1016521","2013-10-22","66",NA,29.92,2.3,NA
"1016554","2013-10-23","65",NA,29.81,9,NA
"1016579","2013-10-24","56",0,30.1,5,NA
"1016604","2013-10-25","55",0,30.21,6.8,NA
"1016629","2013-10-26","54",0,30.23,5.1,NA
"1016655","2013-10-27","58",NA,30.09,3.3,NA
"1016681","2013-10-28","65",0,30.17,2.6,NA
"1016734","2013-10-29","66",0,30.24,1.7,NA
"1016777","2013-10-30","66",0,30.22,2.1,NA
"1016834","2013-10-31","68",0,30.08,NA,NA
"1016867","2013-11-01","76",0.74,29.83,8.8,NA
"1016898","2013-11-02","66",0.28,29.79,7.2,NA
"1016923","2013-11-03","59",0,30.09,7.6,NA
"1016948","2013-11-04","58",0,30.31,10.3,NA
"1016982","2013-11-05","58",0.03,30.33,11.5,NA
"1017015","2013-11-06","66",0,30.19,6.4,NA
"1017044","2013-11-07","70",0,29.99,5.5,NA
"1017069","2013-11-08","53",0,30.16,8.8,NA
"1017094","2013-11-09","56",0,30.26,5.2,NA
"1017119","2013-11-10","61",0,30.17,2.7,NA
"1017158","2013-11-11","58",0,30.18,6.2,NA
"1017184","2013-11-12","59",0,30.06,7,NA
"1017214","2013-11-13","44",0,30.4,13.4,NA
"1017239","2013-11-14","48",0,30.4,5,NA
"1017268","2013-11-15","56",0.04,30.21,4.5,NA
"1017335","2013-11-16","66",NA,30.14,3,NA
"1017386","2013-11-17","64",0.01,30.05,2.4,NA
"1017418","2013-11-18","73",0,29.89,8.1,NA
"1017443","2013-11-19","56",0,30.01,8.9,NA
"1017474","2013-11-20","55",0,30.2,12.7,NA
"1017511","2013-11-21","61",0,30.29,8.2,NA
"1017549","2013-11-22","66",NA,30.23,2.5,NA
"1017634","2013-11-23","66",0,30.05,5.8,NA
"1017660","2013-11-24","48",0,30.27,13.3,NA
"1017688","2013-11-25","42",NA,30.4,11.6,NA
"1017740","2013-11-26","60",1.2,29.93,11.2,NA
"1017786","2013-11-27","54",0.05,29.73,13.2,NA
"1017811","2013-11-28","40",0,30.34,5,NA
"1017836","2013-11-29","46",0,30.45,6,NA
"1017864","2013-11-30","50",0,30.41,NA,NA
"1017904","2013-12-01","54",0,30.16,4.8,NA
"1017936","2013-12-02","56",0,29.88,3.3,NA
"1017967","2013-12-03","54",0.01,29.9,2.6,NA
"1017992","2013-12-04","68",0,29.98,4.1,NA
"1018050","2013-12-05","67",0,30.08,5.3,NA
"1018075","2013-12-06","72",0,30.08,8.4,NA
"1018122","2013-12-07","66",0.16,30.14,8.1,NA
"1018178","2013-12-08","50",0.2,30.25,8.8,NA
"1018224","2013-12-09","59",NA,30.14,3.2,NA
"1018269","2013-12-10","60",0.12,30.04,9.7,NA
"1018294","2013-12-11","50",0,30.31,6.2,NA
"1018319","2013-12-12","47",0,30.3,4.7,NA
"1018344","2013-12-13","46",0,30.3,4.9,NA
"1018388","2013-12-14","60",0.69,30,7.3,NA
"1018426","2013-12-15","56",0.07,29.89,10.3,NA
"1018451","2013-12-16","48",0,30.16,4.4,NA
"1018476","2013-12-17","52",0,30.15,6.9,NA
"1018501","2013-12-18","47",0,30.2,5.9,NA
"1018531","2013-12-19","48",NA,30.28,1.7,NA
"1018556","2013-12-20","60",0,30.18,2.4,NA
"1018605","2013-12-21","64",0,30.1,5.5,NA
"1018651","2013-12-22","73",0,30.06,8.4,NA
"1018707","2013-12-23","69",0.4,30.06,7.8,NA
"1018746","2013-12-24","51",0.05,30.19,10.1,NA
"1018773","2013-12-25","44",0,30.35,10.3,NA
"1018806","2013-12-26","46",NA,30.26,8.4,NA
"1018831","2013-12-27","51",0,30.32,8.1,NA
"1018867","2013-12-28","50",0.1,30.26,5.3,NA
"1018926","2013-12-29","64",0.97,29.88,11.5,NA
"1018951","2013-12-30","53",0,30.04,5.6,NA
"1018976","2013-12-31","50",0,30.23,NA,NA
"1019008","2014-01-01","50",0.16,30.26,4.2,NA
"1019072","2014-01-02","52",0.77,29.89,7.9,NA
"1019097","2014-01-03","38",0,30.15,12.8,NA
"1019125","2014-01-04","40",0,30.31,10.2,NA
"1019167","2014-01-05","51",0,30.03,4.3,NA
"1019215","2014-01-06","45",0.01,29.91,16,NA
"1019240","2014-01-07","24",0,30.42,8.3,NA
"1019265","2014-01-08","36",0,30.49,5.8,NA
"1019293","2014-01-09","50",NA,30.39,7.9,NA
"1019362","2014-01-10","63",0.06,30.18,3.6,NA
"1019431","2014-01-11","62",0.36,29.87,10.6,NA
"1019456","2014-01-12","52",0,30.03,5.9,NA
"1019481","2014-01-13","52",NA,30.1,2.1,NA
"1019525","2014-01-14","54",0.47,29.88,5.9,NA
"1019550","2014-01-15","50",0,29.91,3.3,NA
"1019575","2014-01-16","41",0,29.98,8.1,NA
"1019602","2014-01-17","48",0,30.01,8.3,NA
"1019627","2014-01-18","42",0,30.06,10.9,NA
"1019652","2014-01-19","48",0,30.03,9.4,NA
"1019677","2014-01-20","51",0,29.99,8.3,NA
"1019707","2014-01-21","54",NA,29.75,11.6,NA
"1019732","2014-01-22","36",0,29.97,8.6,NA
"1019757","2014-01-23","36",0,30.24,7.1,NA
"1019782","2014-01-24","30",0,30.43,7.6,NA
"1019807","2014-01-25","40",0,30.05,12,NA
"1019832","2014-01-26","46",0,29.98,7.2,NA
"1019857","2014-01-27","56",NA,29.91,6,NA
"1019898","2014-01-28","44",0.27,30.04,11.6,NA
"1019960","2014-01-29","31",0.11,30.2,10.2,NA
"1019987","2014-01-30","32",0,30.27,9.4,NA
"1020026","2014-01-31","47",0,30.16,NA,NA
"1020082","2014-02-01","48",0.17,30.12,5,NA
"1020149","2014-02-02","58",0,30.1,3.9,NA
"1020198","2014-02-03","66",0,30,6.7,NA
"1020240","2014-02-04","56",NA,30.12,6.7,NA
"1020288","2014-02-05","64",0.09,29.93,7.9,NA
"1020314","2014-02-06","48",0.05,30.16,8.4,NA
"1020340","2014-02-07","48",NA,30.24,6,NA
"1020368","2014-02-08","49",0.12,30.14,6.1,NA
"1020438","2014-02-09","50",0,30.1,2.9,NA
"1020463","2014-02-10","56",0,30.04,4,NA
"1020501","2014-02-11","44",0.02,30.14,11.8,NA
"1020550","2014-02-12","34",0.82,30.05,13.1,NA
"1020596","2014-02-13","39",NA,29.68,11.7,NA
"1020622","2014-02-14","50",0,29.87,10.1,NA
"1020651","2014-02-15","48",0.03,29.82,12.3,NA
"1020676","2014-02-16","48",0,30.09,6.3,NA
"1020701","2014-02-17","49",0,30.17,5.4,NA
"1020728","2014-02-18","61",NA,30.15,4.6,NA
"1020754","2014-02-19","68",0,30.05,8.8,NA
"1020794","2014-02-20","68",0,30.09,6.2,NA
"1020834","2014-02-21","63",0.23,29.96,9.8,NA
"1020859","2014-02-22","58",0,30.07,4.7,NA
"1020895","2014-02-23","58",0,30.03,3.1,NA
"1020928","2014-02-24","62",0,29.99,6.4,NA
"1020953","2014-02-25","64",0,29.97,5.4,NA
"1020995","2014-02-26","52",0.55,29.81,5.4,NA
"1021031","2014-02-27","50",0,29.84,5.6,NA
"1021063","2014-02-28","46",0,30.06,NA,NA
"1021095","2014-03-01","56",0,30.19,6.4,NA
"1021126","2014-03-02","56",0,30.15,3.7,NA
"1021162","2014-03-03","56",0.11,29.9,11.7,NA
"1021191","2014-03-04","38",0,30.14,12.1,NA
"1021226","2014-03-05","41",0.15,30.1,9.2,NA
"1021278","2014-03-06","42",0.83,30.03,14.5,NA
"1021329","2014-03-07","45",0.02,29.83,10.6,NA
"1021354","2014-03-08","52",0,30.06,5.8,NA
"1021379","2014-03-09","62",0,30.06,8.5,NA
"1021404","2014-03-10","62",0,29.96,8.4,NA
"1021432","2014-03-11","66",0,29.82,8.7,NA
"1021462","2014-03-12","64",0.33,29.61,14.8,NA
"1021487","2014-03-13","48",0,29.99,11.2,NA
"1021514","2014-03-14","50",0,30.25,4.2,NA
"1021539","2014-03-15","57",0,30.08,3.7,NA
"1021577","2014-03-16","60",0.22,29.88,4.7,NA
"1021629","2014-03-17","52",0.43,29.72,9.2,NA
"1021671","2014-03-18","45",0.05,29.89,11.9,NA
"1021705","2014-03-19","55",NA,30.09,5.4,NA
"1021734","2014-03-20","61",0,30,5.3,NA
"1021762","2014-03-21","55",0,30.08,6.1,NA
"1021793","2014-03-22","63",0.01,30.01,3.5,NA
"1021837","2014-03-23","67",0,29.91,7.8,NA
"1021862","2014-03-24","52",0.02,30.1,11,NA
"1021894","2014-03-25","54",0.24,29.86,11.5,NA
"1021920","2014-03-26","46",0,30.2,6.8,NA
"1021945","2014-03-27","50",0,30.32,5.5,NA
"1021979","2014-03-28","62",0.06,30.14,5.1,NA
"1022024","2014-03-29","70",0.4,29.85,11.1,NA
"1022050","2014-03-30","60",0,29.87,14.3,NA
"1022077","2014-03-31","58",0,30.07,NA,NA
"1022102","2014-04-01","66",0,30.1,5.8,NA
"1022127","2014-04-02","68",0,30.1,6.9,NA
"1022152","2014-04-03","70",NA,30.04,8,NA
"1022177","2014-04-04","72",0,29.94,10.2,NA
"1022202","2014-04-05","74",0,29.93,7.7,NA
"1022249","2014-04-06","64",0.23,29.99,6.2,NA
"1022301","2014-04-07","66",1.08,29.86,8.1,NA
"1022340","2014-04-08","66",0.42,29.66,10.5,NA
"1022365","2014-04-09","64",0,29.87,8.9,NA
"1022390","2014-04-10","62",0,30.19,5.9,NA
"1022416","2014-04-11","68",0,30.2,6.9,NA
"1022441","2014-04-12","69",0,30.16,5,NA
"1022505","2014-04-13","70",0,30.13,4.9,NA
"1022533","2014-04-14","74",0,29.96,7.1,NA
"1022582","2014-04-15","64",0.49,29.76,10.5,NA
"1022609","2014-04-16","51",0,30.18,12.8,NA
"1022634","2014-04-17","58",0,30.33,10.9,NA
"1022697","2014-04-18","60",3.19,30.14,11.1,NA
"1022755","2014-04-19","58",0.08,29.93,11.7,NA
"1022791","2014-04-20","62",0.06,30.05,12.9,NA
"1022816","2014-04-21","67",0,30.01,6.4,NA
"1022842","2014-04-22","68",0.02,29.83,7.8,NA
"1022869","2014-04-23","72",0,29.8,6.7,NA
"1022897","2014-04-24","67",0,29.95,7.6,NA
"1022926","2014-04-25","72",NA,29.86,8.4,NA
"1022951","2014-04-26","72",0,29.94,5.6,NA
"1022984","2014-04-27","72",0,29.95,4.5,NA
"1023009","2014-04-28","80",0,29.89,6.5,NA
"1023038","2014-04-29","79",0,29.87,9.5,NA
"1023079","2014-04-30","76",0.43,29.95,NA,NA
"1023115","2014-05-01","72",0.01,29.92,6.6,NA
"1023140","2014-05-02","66",NA,29.91,4.9,NA
"1023165","2014-05-03","68",NA,29.91,6.1,NA
"1023190","2014-05-04","74",0,29.97,7.1,NA
"1023215","2014-05-05","79",0,29.94,8.3,NA
"1023240","2014-05-06","80",0,29.92,9.5,NA
"1023268","2014-05-07","78",0,30.05,5.9,NA
"1023295","2014-05-08","81",0,30.15,6.2,NA
"1023324","2014-05-09","80",0,30.13,6.4,NA
"1023351","2014-05-10","80",0,30.08,8.6,NA
"1023381","2014-05-11","81",NA,30.08,3,NA
"1023406","2014-05-12","78",0,30.12,4.6,NA
"1023442","2014-05-13","78",0,30.12,3.2,NA
"1023484","2014-05-14","78",0.48,30.07,7,NA
"1023539","2014-05-15","72",0.28,29.91,9.4,NA
"1023564","2014-05-16","66",0,29.95,10.2,NA
"1023589","2014-05-17","67",0,30.13,6,NA
"1023614","2014-05-18","68",0,30.14,4.9,NA
"1023644","2014-05-19","67",0.14,30.19,7.3,NA
"1023669","2014-05-20","68",0,30.21,4.2,NA
"1023694","2014-05-21","76",NA,30.09,8.5,NA
"1023719","2014-05-22","81",0,29.97,10.4,NA
"1023744","2014-05-23","84",0,29.94,6.2,NA
"1023769","2014-05-24","80",0,30,6.5,NA
"1023796","2014-05-25","77",0.05,30.1,5.3,NA
"1023833","2014-05-26","76",0.13,30.15,5.1,NA
"1023859","2014-05-27","78",0,30.09,6.7,NA
"1023893","2014-05-28","82",NA,30.02,4.9,NA
"1023918","2014-05-29","80",0,29.99,4.2,NA
"1023983","2014-05-30","79",1.45,30.01,2.3,NA
"1024050","2014-05-31","78",0.01,30.03,NA,NA
"1024075","2014-06-01","74s",NA,30.16,12,NA
"1024102","2014-06-02","74",0,30.16,6.6,NA
"1024133","2014-06-03","76",0,30.05,4.1,NA
"1024158","2014-06-04","80",0,29.92,8.8,NA
"1024190","2014-06-05","82",0.13,29.82,8.4,NA
"1024230","2014-06-06","81",0.8,29.84,6,NA
"1024261","2014-06-07","80",0.05,29.91,5.4,NA
"1024300","2014-06-08","80",0.38,29.91,4.7,NA
"1024325","2014-06-09","84",0,29.87,6.4,NA
"1024350","2014-06-10","86",0,29.92,7.1,NA
"1024378","2014-06-11","81",0,29.9,4.4,NA
"1024418","2014-06-12","80",0.15,29.86,8.2,NA
"1024443","2014-06-13","82",0,29.85,7.9,NA
"1024471","2014-06-14","82",0.01,29.93,3.6,NA
"1024503","2014-06-15","82",0.2,30.04,2.6,NA
"1024532","2014-06-16","82",0,30.11,3.6,NA
"1024574","2014-06-17","82",0,30.12,2.3,NA
"1024601","2014-06-18","82",0,30.1,3.3,NA
"1024626","2014-06-19","82",0,30.08,4.8,NA
"1024655","2014-06-20","84",0,29.99,5.4,NA
"1024682","2014-06-21","86",NA,29.86,6.6,NA
"1024713","2014-06-22","84",0.01,29.82,7.4,NA
"1024760","2014-06-23","81",1.06,29.95,3.5,NA
"1024799","2014-06-24","80",NA,30.03,6.6,NA
"1024825","2014-06-25","84",0,30,8.4,NA
"1024854","2014-06-26","86",0,29.96,8.2,NA
"1024881","2014-06-27","84",0.06,29.98,6.7,NA
"1024917","2014-06-28","83",0,30.05,8.1,NA
"1024952","2014-06-29","82",0,30.1,7.3,NA
"1024978","2014-06-30","82",0,30.01,NA,NA
"1025003","2014-07-01","84",0,29.93,3.3,NA
"1025030","2014-07-02","84",0,29.93,5.8,NA
"1025064","2014-07-03","87",NA,29.86,10.5,NA
"1025089","2014-07-04","85",0,29.98,4.8,NA
"1025142","2014-07-05","80",0.08,30.1,9.1,NA
"1025196","2014-07-06","80",1.12,30.06,4.6,NA
"1025221","2014-07-07","81",0,30.01,4.8,NA
"1025246","2014-07-08","86",0,30.01,7.9,NA
"1025271","2014-07-09","86",0,30,7.3,NA
"1025298","2014-07-10","84",0,30.02,7.2,NA
"1025334","2014-07-11","80",NA,30.1,3.3,NA
"1025375","2014-07-12","82",0.03,30.13,2.6,NA
"1025421","2014-07-13","80",0.4,30.07,3.5,NA
"1025453","2014-07-14","84",1.2,29.98,8.7,NA
"1025489","2014-07-15","83",1.3,29.87,8.6,NA
"1025530","2014-07-16","82",0,29.83,5.6,NA
"1025556","2014-07-17","80",NA,29.94,4.6,NA
"1025581","2014-07-18","81",0,30.06,7.4,NA
"1025613","2014-07-19","80",NA,30.05,2.7,NA
"1025656","2014-07-20","82",0.53,30.01,4.2,NA
"1025710","2014-07-21","81",3.18,30.03,4.3,NA
"1025756","2014-07-22","82",0.01,30.03,3.2,NA
"1025785","2014-07-23","84",0,30,3.3,NA
"1025811","2014-07-24","86",0,29.91,8.1,NA
"1025856","2014-07-25","83",1.75,29.95,8.3,NA
"1025887","2014-07-26","83",0.02,29.96,5.5,NA
"1025913","2014-07-27","86",0,29.93,8.1,NA
"1025947","2014-07-28","86",0.38,29.83,9.8,NA
"1025973","2014-07-29","81",0,29.85,5,NA
"1026004","2014-07-30","80",0,29.94,6.3,NA
"1026043","2014-07-31","79",0.89,29.97,NA,NA
"1026099","2014-08-01","81",0,29.96,5,NA
"1026163","2014-08-02","80",0.24,29.99,6.5,NA
"1026224","2014-08-03","78",0.52,29.99,6.9,NA
"1026270","2014-08-04","78",0.02,29.96,7,NA
"1026301","2014-08-05","82",0,29.96,5.7,NA
"1026327","2014-08-06","84",0,29.95,6.4,NA
"1026356","2014-08-07","86",NA,29.91,3.9,NA
"1026399","2014-08-08","84",0.14,29.98,4.1,NA
"1026442","2014-08-09","83",3.59,29.98,3.5,NA
"1026491","2014-08-10","82",0.81,29.96,2.1,NA
"1026540","2014-08-11","84",2.24,29.92,2.8,NA
"1026576","2014-08-12","84",0.24,29.85,4.3,NA
"1026602","2014-08-13","84",0,29.86,7.5,NA
"1026628","2014-08-14","80",0,29.94,5.7,NA
"1026659","2014-08-15","82",NA,29.95,4.3,NA
"1026690","2014-08-16","84",0,29.96,3.7,NA
"1026715","2014-08-17","84",0,29.97,6.3,NA
"1026742","2014-08-18","85",0,29.89,9.6,NA
"1026770","2014-08-19","84",NA,29.86,11,NA
"1026795","2014-08-20","85",0,29.93,6.7,NA
"1026820","2014-08-21","86",0,30.01,3.7,NA
"1026845","2014-08-22","89",0,29.97,4.3,NA
"1026872","2014-08-23","89",0,29.86,4.3,NA
"1026907","2014-08-24","83",0,29.87,10.9,NA
"1026932","2014-08-25","77",0,29.96,12.1,NA
"1026958","2014-08-26","81",0,29.99,8.8,NA
"1026983","2014-08-27","79",0,29.97,5.2,NA
"1027009","2014-08-28","80",0,29.98,2.8,NA
"1027038","2014-08-29","81",0,30.02,2.1,NA
"1027066","2014-08-30","82",0,30.1,4.5,NA
"1027091","2014-08-31","86",0,30.09,NA,NA
"1027118","2014-09-01","85",0,30.06,3.7,NA
"1027148","2014-09-02","86",0.02,30.03,2.4,NA
"1027176","2014-09-03","82",0,30.02,2.5,NA
"1027203","2014-09-04","84",0.16,30.07,4.7,NA
"1027233","2014-09-05","82",0.1,30.07,NA,NA
"1027277","2014-09-06","82",0.15,29.97,NA,NA
"1027329","2014-09-07","82",0.04,29.93,NA,NA
"1027385","2014-09-08","78",1.05,29.97,2.5,NA
