,DATE,DAILYAverageDryBulbTemp,DAILYPrecip,DAILYAverageStationPressure,DAILYAverageWindSpeed,DAILYAverageDewPointTemp
297426,28-Jun-13,78,1.47,29.71,16,75
297463,29-Jun-13,82,T,29.7,17.5,74
297511,30-Jun-13,77,0.84,29.85,13.7,74
297553,1-Jul-13,79,0.59,30,14.3,73
297583,2-Jul-13,81,0.12,30.17,10.4,75
297612,3-Jul-13,83,T,30.26,10.6,75
297641,4-Jul-13,84,T,30.29,9.3,73
297666,5-Jul-13,83,T,30.27,9.2,73
297693,6-Jul-13,82,0,30.23,7.7,72
297718,7-Jul-13,82,0,30.17,10,72
297742,8-Jul-13,82,0,30.16,8.7,73
297767,9-Jul-13,82,0,30.16,8.1,74
297792,10-Jul-13,81,0,30.09,8.9,74
297824,11-Jul-13,78,0.12,29.98,9.9,73
297858,12-Jul-13,76,0.54,29.94,6.3,73
297889,13-Jul-13,82,0.02,30.12,8.6,74
297916,14-Jul-13,83,T,30.26,7.5,74
297949,15-Jul-13,81,0,30.27,4.2,73
297976,16-Jul-13,83,0.01,30.2,7,75
298001,17-Jul-13,82,0,30.14,4.2,72
298028,18-Jul-13,81,0,30.11,4.2,71
298053,19-Jul-13,84,0,30.08,11.3,75
298078,20-Jul-13,82,0,30.03,12.7,74
298107,21-Jul-13,81,T,30,9.8,74
298132,22-Jul-13,82,T,29.92,8.4,75
298158,23-Jul-13,82,0,29.8,13,74
298183,24-Jul-13,82,0,29.77,6.9,75
298227,25-Jul-13,79,0.21,29.84,7.7,72
298263,26-Jul-13,78,0,30.04,6.6,66
298288,27-Jul-13,79,0,30.01,6.9,69
298327,28-Jul-13,82,0.28,29.97,10.9,75
298355,29-Jul-13,82,T,30.06,8.7,75
298383,30-Jul-13,80,0.1,30.15,5,70
298410,31-Jul-13,80,0,30.1,4.9,69
298444,1-Aug-13,78,0.41,29.97,9.2,73
298485,2-Aug-13,82,0,29.97,9.2,76
298510,3-Aug-13,84,0,29.99,9.4,76
298553,4-Aug-13,78,0.28,29.91,6.9,68
298578,5-Aug-13,76,0,30.03,5.2,61
298603,6-Aug-13,78,T,30.05,6.9,66
298628,7-Aug-13,84,0,30.09,8.6,69
298653,8-Aug-13,84,T,30.06,7.3,75
298678,9-Aug-13,84,0,30.05,11,76
298713,10-Aug-13,82,0.56,30.09,10.2,NA
298753,11-Aug-13,82,0.06,30.06,4.9,76
298779,12-Aug-13,83,T,29.99,7.1,77
298821,13-Aug-13,84,0.01,29.88,10.9,76
298861,14-Aug-13,77,0.76,29.89,9.9,66
298893,15-Aug-13,72,0.25,30.07,6,65
298944,16-Aug-13,78,0.14,30.05,7.7,70
298993,17-Aug-13,79,0.91,30.1,7.8,74
299029,18-Aug-13,80,0,30.12,7.7,74
299067,19-Aug-13,78,0.04,30.12,4.4,71
299092,20-Aug-13,80,0,30.13,4.6,70
299117,21-Aug-13,82,0,30.17,5.7,71
299143,22-Aug-13,84,T,30.07,7.6,75
299177,23-Aug-13,82,0.25,29.97,6.6,NA
299206,24-Aug-13,76,0.08,30.1,11.1,NA
299231,25-Aug-13,77,0,30.26,9.7,61
299256,26-Aug-13,75,0,30.2,4.9,61
299281,27-Aug-13,78,0,30.04,11.2,64
299306,28-Aug-13,80,T,29.94,12.4,72
299348,29-Aug-13,80,0.03,29.86,9.6,72
299373,30-Aug-13,78,0,29.98,6.3,69
299402,31-Aug-13,80,0,29.95,5.5,73
299431,1-Sep-13,83,T,29.89,9.2,76
299476,2-Sep-13,82,0.59,29.86,12.2,76
299534,3-Sep-13,80,0.74,29.84,8.7,74
299566,4-Sep-13,80,0,30.01,2.6,71
299602,5-Sep-13,79,0,30.04,3.1,73
299627,6-Sep-13,80,0,30.06,8.1,67
299652,7-Sep-13,71,0,30.05,6.4,57
299677,8-Sep-13,72,0,29.94,4.7,63
299702,9-Sep-13,80,0,30.07,4.8,69
299727,10-Sep-13,80,0,30.18,4.2,70
299754,11-Sep-13,77,0,30.16,3.1,68
299781,12-Sep-13,78,0,29.97,6.4,70
299808,13-Sep-13,80,T,29.75,8.7,69
299835,14-Sep-13,74,0,29.94,8.1,62
299860,15-Sep-13,74,0,30.16,5.6,60
299904,16-Sep-13,76,1.29,30.09,6.7,69
299931,17-Sep-13,72,T,30.18,11.6,57
299956,18-Sep-13,70,0,30.19,7.7,56
299981,19-Sep-13,72,0,30.13,6,61
300006,20-Sep-13,72,0,30.04,5.8,61
300033,21-Sep-13,78,T,29.88,7.3,69
300118,22-Sep-13,74,2.21,29.73,8.6,69
300143,23-Sep-13,66,0,29.94,9.5,53
300168,24-Sep-13,63,0,30.03,3.2,52
300193,25-Sep-13,62,0,29.91,4.6,55
300218,26-Sep-13,72,T,29.88,7.7,61
300243,27-Sep-13,72,0,30.02,10.7,58
300268,28-Sep-13,72,0,30.1,11.3,61
300294,29-Sep-13,72,0,30.03,8.4,63
300341,30-Sep-13,71,0,29.99,5.7,63
300367,1-Oct-13,70,0,30.06,3.7,NA
300392,2-Oct-13,71,0,30.07,5.6,NA
300417,3-Oct-13,75,0,30.11,4.6,NA
300442,4-Oct-13,74,0,30.1,3.5,NA
300467,5-Oct-13,74,0,30.08,3.7,NA
300492,6-Oct-13,74,0,30.05,4.7,NA
300517,7-Oct-13,78,0.02,29.93,8.9,NA
300552,8-Oct-13,70,1.16,30.01,12.8,NA
300652,9-Oct-13,70,,29.91,11.8,NA
300697,10-Oct-13,71,0.63,29.8,7.2,NA
300732,11-Oct-13,67,0.02,29.86,6.9,NA
300764,12-Oct-13,67,0,29.95,2.2,NA
300797,13-Oct-13,74,T,30.03,8.5,NA
300829,14-Oct-13,72,0,30.08,12.1,NA
300866,15-Oct-13,72,0,30,10.4,NA
300910,16-Oct-13,72,0,29.94,7.3,NA
300950,17-Oct-13,70,0,29.91,5.4,NA
300995,18-Oct-13,69,0.38,29.94,6.1,NA
301044,19-Oct-13,72,0.4,29.88,5.9,NA
301073,20-Oct-13,64,T,29.97,7.7,NA
301102,21-Oct-13,62,0,30.07,6,NA
301128,22-Oct-13,66,0.01,29.91,5.1,NA
301180,23-Oct-13,64,0.51,29.73,8.1,NA
301205,24-Oct-13,55,0,30.04,6.8,NA
301230,25-Oct-13,54,0.01,30.22,6.3,NA
301255,26-Oct-13,58,0,30.21,5.6,NA
301280,27-Oct-13,56,0,30.08,5.4,NA
301305,28-Oct-13,60,0,30.2,2.6,NA
301330,29-Oct-13,63,0,30.26,4.8,NA
301355,30-Oct-13,65,0,30.26,2.3,NA
301380,31-Oct-13,66,0.01,30.14,NA,NA
301414,1-Nov-13,73,0.14,29.87,15.3,70
301472,2-Nov-13,70,0.8,29.73,8.5,63
301497,3-Nov-13,60,0,30.04,9.9,46
301524,4-Nov-13,58,0,30.39,12.2,44
301549,5-Nov-13,68,0,30.4,9.7,55
301579,6-Nov-13,66,0.01,30.27,6.8,62
301621,7-Nov-13,66,0.05,29.97,8.7,64
301647,8-Nov-13,54,0,30.14,7.2,35
301672,9-Nov-13,54,0,30.29,3.9,40
301697,10-Nov-13,62,0,30.12,9.3,47
301722,11-Nov-13,53,0,30.21,7.4,43
301754,12-Nov-13,52,T,30.09,10.1,42
301790,13-Nov-13,43,T,30.36,8.9,28
301815,14-Nov-13,48,0,30.42,5.8,31
301840,15-Nov-13,56,0,30.32,5.2,50
301887,16-Nov-13,66,0.55,30.21,5.6,60
301934,17-Nov-13,68,0.03,30.11,5.4,65
301979,18-Nov-13,65,T,29.85,6.9,63
302003,19-Nov-13,54,0,30.07,9.3,39
302028,20-Nov-13,56,0,30.29,10.5,47
302070,21-Nov-13,62,0.1,30.38,5.7,56
302095,22-Nov-13,61,0,30.26,5,58
302129,23-Nov-13,58,T,30.03,8.5,49
302154,24-Nov-13,42,0,30.26,9.9,20
302179,25-Nov-13,38,0,30.49,6.9,28
302219,26-Nov-13,55,0.53,30.15,17,55
302305,27-Nov-13,56,1.72,29.61,15,53
302330,28-Nov-13,40,0,30.3,8.7,29
302355,29-Nov-13,46,0,30.5,8.5,34
302380,30-Nov-13,52,0,30.46,8.1,45
302426,1-Dec-13,50,0.25,30.19,5.4,49
302453,2-Dec-13,52,0.04,29.88,6.1,48
302485,3-Dec-13,52,0,29.93,3.8,44
302517,4-Dec-13,57,0.11,30.05,6.5,56
302570,5-Dec-13,60,0,30.12,4.1,59
302595,6-Dec-13,66,0,30.1,10.6,64
302638,7-Dec-13,59,0.11,30.18,13.9,53
302697,8-Dec-13,51,0.23,30.3,10.3,50
302764,9-Dec-13,56,T,30.14,4.4,55
302828,10-Dec-13,55,0.12,29.99,7.8,51
302854,11-Dec-13,41,0,30.34,5,30
302881,12-Dec-13,38,0,30.29,7.4,30
302906,13-Dec-13,38,0,30.33,6.4,26
302942,14-Dec-13,52,1.19,30.16,15.1,48
302988,15-Dec-13,56,0.4,29.79,9.4,51
303013,16-Dec-13,44,0,30.11,6.9,34
303038,17-Dec-13,50,0,30.09,12.9,44
303064,18-Dec-13,47,0,30.13,8,32
303089,19-Dec-13,44,0,30.3,6.4,40
303114,20-Dec-13,58,0,30.24,5.4,55
303143,21-Dec-13,66,T,30.16,7.3,62
303181,22-Dec-13,68,0.16,30.14,9.4,65
303216,23-Dec-13,64,0.13,30.1,12.8,66
303252,24-Dec-13,48,0.37,30.12,10.9,40
303277,25-Dec-13,42,0,30.41,9.7,33
303315,26-Dec-13,49,0.11,30.28,5.7,42
303340,27-Dec-13,49,0,30.35,8.3,36
303365,28-Dec-13,52,0,30.33,6,41
303407,29-Dec-13,62,0.68,29.92,17.5,58
303432,30-Dec-13,53,0,29.99,4,47
303464,31-Dec-13,49,0,30.17,5.4,40
303491,1-Jan-14,52,0.05,30.33,4.8,40
303549,2-Jan-14,57,1.08,29.88,4.9,53
303591,3-Jan-14,42,0.03,29.97,13.1,26
303616,4-Jan-14,43,0,30.42,7.3,34
303645,5-Jan-14,58,0.06,30.15,11,55
303680,6-Jan-14,52,0.03,29.74,14.9,51
303705,7-Jan-14,28,0,30.29,12.1,7
303730,8-Jan-14,32,0,30.54,4.8,12
303755,9-Jan-14,44,0,30.51,8.1,35
303780,10-Jan-14,62,0.01,30.35,11.3,54
303878,11-Jan-14,64,2,29.92,16.2,62
303906,12-Jan-14,49,T,29.9,9.1,42
303931,13-Jan-14,50,T,30.15,3.3,42
303992,14-Jan-14,58,0.83,29.87,8.3,56
304025,15-Jan-14,50,0,29.92,2.9,46
304060,16-Jan-14,44,0,29.88,7.3,41
304085,17-Jan-14,49,0,30.02,10.5,37
304110,18-Jan-14,46,0.01,29.89,12,29
304135,19-Jan-14,44,0,29.98,10.5,29
304160,20-Jan-14,52,0,29.87,13.1,39
304188,21-Jan-14,48,0.1,29.66,12.2,43
304226,22-Jan-14,28,T,29.86,12.9,15
304251,23-Jan-14,28,0,30.21,4.2,14
304276,24-Jan-14,23,0,30.41,7.1,8
304303,25-Jan-14,32,T,29.98,15.9,27
304328,26-Jan-14,45,0,29.92,11.4,30
304353,27-Jan-14,50,0,29.88,12.2,41
304397,28-Jan-14,36,0.59,30.13,14.8,31
304454,29-Jan-14,28,0.53,30.15,9.1,23
304487,30-Jan-14,32,0.02,30.29,7.6,31
304537,31-Jan-14,41,T,30.19,4,38
304593,1-Feb-14,52,0.03,30.18,7.1,46
304647,2-Feb-14,51,0,30.08,6.7,50
304691,3-Feb-14,53,0,30.02,10.7,52
304727,4-Feb-14,50,T,30.24,10.8,44
304810,5-Feb-14,57,0.2,29.9,12,58
304847,6-Feb-14,42,0,30.17,10.5,31
304887,7-Feb-14,39,0.2,30.28,8.5,34
304924,8-Feb-14,40,0.57,30.17,9,39
304951,9-Feb-14,44,0,30.1,5.5,37
304981,10-Feb-14,43,T,30.11,10.7,36
305055,11-Feb-14,33,0.89,30.26,13.3,30
305093,12-Feb-14,42,0.88,30.22,14.1,38
305180,13-Feb-14,46,0.96,29.48,13.6,44
305205,14-Feb-14,46,0,29.75,13.6,39
305239,15-Feb-14,46,0.13,29.67,13.9,39
305264,16-Feb-14,40,0,30.05,7.8,27
305289,17-Feb-14,40,0,30.29,10,29
305317,18-Feb-14,50,0.02,30.15,8.8,44
305353,19-Feb-14,52,0.02,30.03,10,51
305380,20-Feb-14,60,0,30.14,9.2,55
305423,21-Feb-14,64,0.72,29.99,13.1,62
305448,22-Feb-14,53,0,30.08,5.4,45
305473,23-Feb-14,56,0,30.03,6.5,45
305498,24-Feb-14,50,0,29.96,7.6,41
305523,25-Feb-14,50,0,30.01,8.6,39
305553,26-Feb-14,42,0.13,29.85,9.7,35
305578,27-Feb-14,46,0,29.8,7.5,34
305607,28-Feb-14,40,0,30.16,15.1,30
305633,1-Mar-14,44,0,30.24,8.6,39
305658,2-Mar-14,50,0,30.13,6,45
305690,3-Mar-14,48,0.05,29.95,15.2,41
305725,4-Mar-14,38,0.14,30.14,12.7,35
305760,5-Mar-14,40,0.13,30.12,9.1,37
305792,6-Mar-14,45,0.32,30.18,12.8,41
305868,7-Mar-14,47,2.1,29.76,14.5,46
305897,8-Mar-14,46,0,29.93,9.8,41
305922,9-Mar-14,46,0,30,8.6,42
305947,10-Mar-14,48,0,29.91,4.9,43
305972,11-Mar-14,56,0,29.76,8.6,48
305997,12-Mar-14,55,0.02,29.54,13.9,53
306022,13-Mar-14,45,T,29.81,16.3,19
306047,14-Mar-14,42,0,30.27,8.2,26
306072,15-Mar-14,61,0,30.03,10.2,49
306105,16-Mar-14,55,0.36,29.97,6.7,50
306132,17-Mar-14,46,0.19,29.78,11.6,44
306189,18-Mar-14,51,0.82,29.84,12.8,47
306270,19-Mar-14,54,0.2,30.01,7.8,51
306305,20-Mar-14,52,0,29.95,8.1,48
306330,21-Mar-14,52,0,30.08,6.3,38
306355,22-Mar-14,52,0,30.04,7.3,52
306394,23-Mar-14,50,T,29.95,11.7,46
306421,24-Mar-14,38,0,30.17,9.7,26
306474,25-Mar-14,43,0.78,29.87,8.6,38
306505,26-Mar-14,40,T,30.04,14.4,22
306530,27-Mar-14,43,0,30.42,5.9,28
306562,28-Mar-14,55,T,30.26,8.2,52
306608,29-Mar-14,62,0.37,29.97,15,60
306650,30-Mar-14,52,T,29.64,14.5,47
306675,31-Mar-14,48,0,29.93,9.5,37
306700,1-Apr-14,52,0,30.1,5.7,46
306725,2-Apr-14,62,0,30.06,10.9,56
306750,3-Apr-14,63,0,30.01,9.9,56
306782,4-Apr-14,64,0,29.89,15.6,60
306807,5-Apr-14,62,0,29.9,12.5,55
306833,6-Apr-14,52,T,30.13,12.5,43
306883,7-Apr-14,60,0.67,29.96,11.5,62
306936,8-Apr-14,61,0.34,29.65,13,62
306961,9-Apr-14,52,0,29.77,9.6,43
306986,10-Apr-14,61,0,30.19,7.6,50
307011,11-Apr-14,67,0,30.21,13.7,56
307036,12-Apr-14,65,0,30.2,7.4,60
307061,13-Apr-14,68,0,30.21,7.4,62
307096,14-Apr-14,70,0.09,30.09,12,62
307151,15-Apr-14,60,1.14,29.8,16.5,64
307185,16-Apr-14,46,0.03,30.2,16,36
307217,17-Apr-14,50,0,30.42,14.5,45
307257,18-Apr-14,50,0.08,30.32,13.1,48
307309,19-Apr-14,52,1.2,30.1,13.3,52
307371,20-Apr-14,53,0.76,30.05,14.9,53
307420,21-Apr-14,52,0.02,29.97,11.7,50
307457,22-Apr-14,54,0,29.78,8.1,NA
307486,23-Apr-14,54,T,29.74,8.3,NA
307511,24-Apr-14,54,0,30.04,6.8,40
307541,25-Apr-14,61,0.09,29.93,11.2,54
307566,26-Apr-14,66,0,29.88,9.5,51
307591,27-Apr-14,62,0,29.99,8.7,49
307624,28-Apr-14,65,0.01,30,9.2,58
307666,29-Apr-14,70,1.3,30.01,9.5,65
307706,30-Apr-14,74,0.07,30.07,15.5,66
307754,1-May-14,70,0.7,29.93,13.8,66
307787,2-May-14,67,0.01,29.87,10.1,55
307815,3-May-14,64,0.1,29.87,7.4,55
307840,4-May-14,70,0,29.89,11.1,55
307865,5-May-14,65,0,29.95,10,44
307899,6-May-14,69,0,29.9,11.8,60
307929,7-May-14,70,0,30.12,11.4,62
307955,8-May-14,74,0,30.13,11.9,67
307982,9-May-14,76,0,30.12,12,66
308011,10-May-14,75,0,30.1,13.1,68
308041,11-May-14,76,0,30.1,9.5,68
308090,12-May-14,76,0,30.15,5.6,69
308116,13-May-14,76,0,30.13,9.3,68
308145,14-May-14,75,0,30.16,6.6,69
308172,15-May-14,78,0.12,30.1,13,68
308221,16-May-14,73,0.46,29.88,14.2,67
308246,17-May-14,68,0,30.06,8.7,46
308271,18-May-14,70,T,30.15,5.4,44
308296,19-May-14,60,0,30.22,7.1,40
308321,20-May-14,62,0,30.2,9.7,49
308346,21-May-14,72,0,30.03,17.2,61
308371,22-May-14,78,0,29.87,11.6,68
308399,23-May-14,72,0,29.92,6.8,59
308426,24-May-14,66,0.03,30.01,8.1,55
308453,25-May-14,68,0,30.14,4.9,58
308478,26-May-14,74,0,30.18,10.9,62
308503,27-May-14,76,0,30.06,16.8,67
308532,28-May-14,78,T,29.94,10.5,69
308570,29-May-14,72,0,30.03,9.2,64
308610,30-May-14,68,0,30.07,7.5,59
308635,31-May-14,70,0,30.13,7.7,55
308660,1-Jun-14,66,0,30.26,10.3,52
308685,2-Jun-14,68,0,30.23,5.2,53
308710,3-Jun-14,68,0,30.04,8.3,62
308735,4-Jun-14,76,0,29.86,8.7,69
308764,5-Jun-14,75,0.01,29.77,16.5,69
308790,6-Jun-14,74,0,29.89,6.9,61
308815,7-Jun-14,70,0,29.97,6.8,57
308840,8-Jun-14,70,0,29.97,5.7,58
308871,9-Jun-14,77,0,29.95,12.5,68
308905,10-Jun-14,77,0.23,29.94,10.3,72
308933,11-Jun-14,80,0,29.95,7.2,74
308965,12-Jun-14,78,0.15,29.91,8.3,72
308996,13-Jun-14,76,0.13,29.86,12.7,73
309026,14-Jun-14,74,0.18,29.94,7.3,68
309051,15-Jun-14,71,0,30.12,6.6,59
309079,16-Jun-14,74,0,30.14,7.3,68
309104,17-Jun-14,79,0,30.12,11.5,71
309129,18-Jun-14,78,0,30.08,13.4,71
309157,19-Jun-14,76,0.1,30.04,11.8,72
309187,20-Jun-14,76,0.1,29.98,6.8,70
309217,21-Jun-14,74,0.27,29.88,6.3,72
309271,22-Jun-14,74,0.51,29.84,5.1,71
309298,23-Jun-14,74,0,30.02,8,67
309328,24-Jun-14,76,0.03,30.09,7.2,71
309358,25-Jun-14,76,T,29.99,7.2,74
309385,26-Jun-14,78,0,29.92,NA,73
309419,27-Jun-14,72,0,30.02,NA,67
309449,28-Jun-14,71,0,30.14,NA,66
309477,29-Jun-14,70,0,30.16,NA,64
309507,30-Jun-14,72,0,30.06,7.5,67
309532,1-Jul-14,70,0,29.98,5.9,60
309561,2-Jul-14,84,0,29.99,10.7,65
309622,3-Jul-14,86,0.29,29.97,20.8,75
309668,4-Jul-14,81,1.71,29.79,13.2,63
309693,5-Jul-14,72,0,30.19,7.9,55
309720,6-Jul-14,74,0,30.14,4.4,61
309745,7-Jul-14,80,0,30.02,10.3,72
309773,8-Jul-14,84,0,30,16.2,76
309804,9-Jul-14,84,0,30,15.4,77
309848,10-Jul-14,81,0.51,30.08,10.8,76
309885,11-Jul-14,78,0.35,30.13,6.1,73
309918,12-Jul-14,79,0,30.18,4.9,71
309945,13-Jul-14,79,0,30.11,6.4,71
309970,14-Jul-14,83,0,30,10.4,74
310011,15-Jul-14,79,1.11,29.9,12.3,75
310054,16-Jul-14,76,0.66,29.84,8.1,73
310087,17-Jul-14,77,T,29.96,6.2,68
310112,18-Jul-14,78,0,30.12,10,64
310162,19-Jul-14,80,0.29,30.06,6.2,74
310200,20-Jul-14,80,0,30.07,4.8,71
310231,21-Jul-14,80,T,30.12,6.7,73
310262,22-Jul-14,80,0.17,30.11,7.4,74
310299,23-Jul-14,82,0,30.01,9.3,76
310349,24-Jul-14,80,1.21,29.89,9.3,75
310394,25-Jul-14,78,0.2,29.98,5.6,70
310421,26-Jul-14,81,0,29.99,5.5,73
310449,27-Jul-14,82,0,29.9,9.3,78
310476,28-Jul-14,83,T,29.77,11.3,77
310503,29-Jul-14,79,T,29.87,7.2,66
310528,30-Jul-14,78,0,30.02,7,63
310550,31-Jul-14,78,0,30.1,6.1,63
310592,1-Aug-14,77,1.02,30.1,9.5,73
310620,2-Aug-14,77,0.5,30.08,9.9,75
310665,3-Aug-14,74,2.34,30.07,7.5,73
310699,4-Aug-14,75,0.98,30.06,6.5,74
310731,5-Aug-14,78,0.24,29.98,4.8,76
310764,6-Aug-14,78,0.58,29.94,6.8,73
310789,7-Aug-14,80,0.03,29.93,5.9,73
310814,8-Aug-14,78,0,30.04,6.7,68
310839,9-Aug-14,74,0.02,30.08,6.3,66
310864,10-Aug-14,81,T,30.06,7.5,67
310889,11-Aug-14,80,0,30.04,10.3,68
310950,12-Aug-14,81,3.45,29.87,9.8,77
310980,13-Aug-14,82,0,29.82,8.6,72
311007,14-Aug-14,77,0,29.94,5.6,64
311032,15-Aug-14,76,0,29.99,6.6,65
311057,16-Aug-14,82,0,30.01,6.9,69
311087,17-Aug-14,82,0,29.96,6.4,75
311126,18-Aug-14,82,0.66,29.89,5.7,75
311157,19-Aug-14,80,0.02,29.8,6.9,74
311196,20-Aug-14,78,0.01,29.92,4.3,73
311221,21-Aug-14,79,0,30.02,4.8,76
311246,22-Aug-14,81,T,29.95,5.6,75
311280,23-Aug-14,78,,29.92,6.9,71
311312,24-Aug-14,76,0.01,29.96,12.9,66
311348,25-Aug-14,76,0.01,30,12.8,69
311378,26-Aug-14,75,T,30.03,11,70
311427,27-Aug-14,78,0,29.94,10.6,72
311452,28-Aug-14,80,0,29.94,8.1,71
311483,29-Aug-14,78,T,30.08,7,74
311514,30-Aug-14,80,0,30.17,6.7,74
311545,31-Aug-14,82,T,30.15,8,74
311572,1-Sep-14,82,0,30.08,11.5,77
311601,2-Sep-14,82,0,30.04,12.1,77
311626,3-Sep-14,82,0,30.04,11.1,76
311655,4-Sep-14,81,0,30.15,6.4,75
311683,5-Sep-14,82,0,30.15,7.4,75
311708,6-Sep-14,82,0,30.05,9.1,75
311742,7-Sep-14,78,0.27,30.01,6.7,74
311779,8-Sep-14,76,1.11,30.07,6.1,74
311837,9-Sep-14,75,1.31,30.01,9.2,73
311880,10-Sep-14,74,T,30.03,6.3,70
311909,11-Sep-14,74,0,30.01,7.4,71
311959,12-Sep-14,80,0,30.01,7.8,75
311997,13-Sep-14,78,T,30.06,4.8,74
312029,14-Sep-14,72,0,30.15,9.9,66
312054,15-Sep-14,72,0,30.15,6.7,62
312088,16-Sep-14,72,0.62,30.01,4.8,68
312114,17-Sep-14,73,T,29.91,9.5,66
312139,18-Sep-14,70,0,29.95,8.1,59
312164,19-Sep-14,72,0,30.12,9.5,62
312219,20-Sep-14,70,2.95,30.06,8.8,70
312278,21-Sep-14,74,1.39,29.76,9.7,70
312303,22-Sep-14,72,0,29.95,8.3,66
312331,23-Sep-14,68,0.14,30.16,11.9,62
312380,24-Sep-14,72,2.3,30.15,10.2,72
312427,25-Sep-14,70,0.61,30.14,5.9,70
312469,26-Sep-14,69,T,30.11,10,65
312494,27-Sep-14,70,0,30.13,9.5,66
312519,28-Sep-14,70,0,30.1,6.9,67
312546,29-Sep-14,70,0.07,29.97,5.8,67
312573,30-Sep-14,68,0.07,29.86,7.5,65
312602,1-Oct-14,70,0,29.92,8.1,65
312631,2-Oct-14,70,0,30.06,5.4,62
312656,3-Oct-14,68,0,30.01,5.6,64
312681,4-Oct-14,69,0.09,29.7,11.5,65
312706,5-Oct-14,57,0,29.93,6.2,42
312731,6-Oct-14,60,0,30.09,5.4,50
312756,7-Oct-14,68,0,30.1,6.2,62
312783,8-Oct-14,75,0,30,12.3,70
312808,9-Oct-14,66,0,30.06,6.3,57
312833,10-Oct-14,66,0,30.09,4.8,61
312865,11-Oct-14,74,0.54,NA,10.4,NA
312909,12-Oct-14,72,0.18,30.1,9.5,65
312949,13-Oct-14,74,0.44,30.21,12.4,69
312976,14-Oct-14,78,0,30.13,17.3,69
313038,15-Oct-14,71,1.62,29.92,17.2,71
313063,16-Oct-14,68,0,29.8,9.2,55
313088,17-Oct-14,67,0,29.84,8.7,56
313113,18-Oct-14,70,0,29.76,8.8,59
313139,19-Oct-14,60,0.09,29.96,8.6,44
313164,20-Oct-14,59,0,30.09,5.3,51
313196,21-Oct-14,68,0.13,29.89,6.8,61
313239,22-Oct-14,62,0,29.83,14.2,52
313267,23-Oct-14,59,0,29.89,11.3,49
313292,24-Oct-14,61,0,29.94,7.5,51
313317,25-Oct-14,60,0,29.92,5.4,52
313342,26-Oct-14,60,0,29.82,6,52
313367,27-Oct-14,59,0,30.05,4.6,51
313392,28-Oct-14,62,0,30.12,4.1,61
313417,29-Oct-14,72,0,30.01,9.2,67
313459,30-Oct-14,66,0,29.94,11.2,54
313488,31-Oct-14,60,0.14,29.81,10.8,51
313526,1-Nov-14,54,0.18,29.61,10.4,49
313554,2-Nov-14,48,T,29.94,16,35
313579,3-Nov-14,52,0,30.3,7.8,35
313604,4-Nov-14,58,0,30.29,7.9,45
313629,5-Nov-14,63,0,30.25,7.1,59
313656,6-Nov-14,62,0.03,29.98,12.3,63
313681,7-Nov-14,56,T,29.85,9.9,45
313706,8-Nov-14,56,0,30.02,4.6,46
313733,9-Nov-14,54,0.24,29.95,3.7,50
313758,10-Nov-14,58,T,30.04,5.9,56
313824,11-Nov-14,64,1.54,29.89,5.9,64
313901,12-Nov-14,63,0,29.89,5.9,60
313933,13-Nov-14,56,0.07,29.97,6.9,56
313967,14-Nov-14,46,0.07,30.05,9.4,39
313992,15-Nov-14,43,0,30.3,7.3,33
314026,16-Nov-14,55,0.35,30.25,7.7,51
314073,17-Nov-14,64,0.12,29.85,12.4,64
314103,18-Nov-14,50,0,29.98,11.5,29
314128,19-Nov-14,38,0,30.33,8.4,19
314153,20-Nov-14,49,0,30.15,11.9,35
314178,21-Nov-14,44,0,30.31,9.5,29
314203,22-Nov-14,46,0,30.48,5.4,37
314230,23-Nov-14,55,0.16,30.2,12.2,56
314307,24-Nov-14,67,0.66,29.88,13.8,67
314356,25-Nov-14,63,0.14,30.01,5.4,62
314414,26-Nov-14,57,0.71,29.85,14.8,56
314445,27-Nov-14,47,T,30.03,7.3,41
314470,28-Nov-14,41,0,30.23,7.9,28
314495,29-Nov-14,43,0,30.32,4.1,30
314520,30-Nov-14,55,0,30.29,9.6,48
314545,1-Dec-14,60,0,30.33,8.4,54
314604,2-Dec-14,56,0,30.35,6.9,53
314640,3-Dec-14,58,0,30.23,3.8,54
314672,4-Dec-14,54,0,30.3,9.4,48
314697,5-Dec-14,56,0,30.36,8.4,52
314746,6-Dec-14,61,0.49,30.17,4.4,60
314790,7-Dec-14,54,0.13,30.13,15.5,47
314834,8-Dec-14,53,0.47,30.19,13.8,48
314871,9-Dec-14,48,0.03,29.84,9.9,45
314904,10-Dec-14,48,0.02,29.84,11.6,38
314931,11-Dec-14,41,0,29.98,11.4,29
314956,12-Dec-14,42,0,30.09,7.7,31
314981,13-Dec-14,42,0,30.06,4.2,35
315006,14-Dec-14,42,0,29.98,5.1,39
315031,15-Dec-14,44,0,30.07,4.6,41
315059,16-Dec-14,50,0.09,30.03,7.2,49
315084,17-Dec-14,52,0,29.99,6.7,46
315109,18-Dec-14,41,0,30.08,4.6,37
315134,19-Dec-14,41,0,30.11,4.4,35
315159,20-Dec-14,42,0.02,30.23,5.9,36
315184,21-Dec-14,46,0.01,30.24,9.1,40
315261,22-Dec-14,55,0.47,30.02,8.5,53
315302,23-Dec-14,54,0.04,30,5.9,51
315356,24-Dec-14,62,0.45,29.88,11.7,62
315389,25-Dec-14,54,0.01,29.91,8.5,51
315414,26-Dec-14,46,0,30.28,4,41
